PR156	11/22/1999	Heliconius	hybrid erato x himera	cyrbia x himera		NIC FIX THIS--how can it be cy x hi and have mother = cy and father = not?	Reared
PR157	11/15/1999	Heliconius	hybrid erato x himera	etylus x himera	f/m		Reared
PR158	11/22/1999	Heliconius	himera		f		Reared
PR159	11/22/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR160	11/27/1999	Heliconius	erato	notabilis	f		Reared
PR161	11/30/1999	Heliconius	hybrid erato x himera	cyrbia x himera	f		Reared
PR162	11/30/1999	Heliconius	hybrid erato x himera	etylus x himera	m		Reared
PR163	11/30/1999	Heliconius	hybrid erato x himera	etylus x himera	m		Reared
PR164	11/30/1999	Heliconius	himera		f		Reared
PR165	11/23/1999	Heliconius	himera		m		Reared
PR166	11/23/1999	Heliconius	himera		m		Reared
PR167	11/23/1999	Heliconius	himera		m		Reared
PR168	11/24/1999	Heliconius	hybrid erato x himera	etylus x himera	m		Reared
PR169	11/24/1999	Heliconius	himera		m		Reared
PR170	11/24/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR171	11/24/1999	Heliconius	hybrid erato x himera	cyrbia x himera		NIC FIX THIS--how can it be cy x hi and have mother = cy and father = not?	Reared
PR172	11/24/1999	Heliconius	himera				Reared
PR173	11/25/1999	Heliconius	hybrid erato x himera	etylus x himera			Reared
PR174	11/25/1999	Heliconius	himera		m		Reared
PR175	11/25/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR176	11/26/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR177	11/27/1999	Heliconius	himera		f		Reared
PR178	11/27/1999	Heliconius	hybrid erato x himera	etylus x himera	f		Reared
PR179	10/12/1999	Heliconius	himera		m		Reared
PR180	12/14/1999	Heliconius	hybrid erato x himera	cyrbia x himera	m		Reared
PR181	12/14/1999	Heliconius	himera		m		Reared
PR182	12/14/1999	Heliconius	himera		m		Reared
PR183	12/15/1999	Heliconius	himera		m		Reared
PR184	7/12/1999	Heliconius	himera		m		Reared
PR185	10/12/1999	Heliconius	hybrid erato x himera	cyrbia x himera	m		Reared
